filename,width,height,class,xmin,ymin,xmax,ymax
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,1304,689,1378,716
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,1210,685,1288,713
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,1154,732,1247,769
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,1232,723,1526,801
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,1200,783,1393,831
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,1067,755,1219,803
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,900,799,991,841
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,751,784,999,851
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,949,711,1072,743
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,510,829,727,887
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,1317,725,2137,956
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,354,489,844,619
d18d09f615587b9983a3f9b1e5137b1e,2152,3000,C17,9,580,397,685
