filename,width,height,class,xmin,ymin,xmax,ymax
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1,415,207,487
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,96,406,431,507
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1,564,156,655
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1,835,288,944
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1,1363,584,1527
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,509,446,879,560
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,219,585,646,717
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1011,497,1408,617
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,764,655,1242,796
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,410,890,986,1073
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,779,1540,1733,1839
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1199,1030,1878,1241
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1423,731,1949,897
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,1580,548,2015,678
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,2248,612,2728,755
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,2264,836,2865,1022
a5905672d088c68ff92f0e5ea47e3e8c,3000,1972,F15,2224,1206,3000,1451
