filename,width,height,class,xmin,ymin,xmax,ymax
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,1921,1433,2231,1591
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,2341,979,2566,1089
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,2339,680,2566,791
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,2343,527,2569,638
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,2341,318,2566,425
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,2342,46,2568,157
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,1631,43,1857,152
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,1630,680,1856,790
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,1630,981,1857,1087
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,948,1128,1175,1237
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,945,824,1172,967
4065296476b6753e6a3faaba46e04c4b,2875,1672,E2,953,46,1180,157
