filename,width,height,class,xmin,ymin,xmax,ymax
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1708,309,1815,344
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1601,331,1715,367
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1480,311,1601,347
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1325,347,1434,382
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1214,324,1333,362
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1036,364,1147,401
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,933,339,1052,377
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,731,379,841,418
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1608,1031,1882,1120
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1596,930,1875,1026
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1117,1049,1465,1128
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,1196,875,1454,961
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,709,995,1040,1066
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,841,826,1086,908
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,346,938,661,1001
287e8d48e64bc681f03c605f291b22df,1920,1372,B52,18,891,323,948
