filename,width,height,class,xmin,ymin,xmax,ymax
98b32b54b24190d203714fd57534eebe,5611,3741,B52,298,635,2423,1288
98b32b54b24190d203714fd57534eebe,5611,3741,E2,4504,581,5264,816
98b32b54b24190d203714fd57534eebe,5611,3741,F18,4257,2059,5313,2365
98b32b54b24190d203714fd57534eebe,5611,3741,F18,3355,1701,4360,1979
98b32b54b24190d203714fd57534eebe,5611,3741,F18,4002,1684,4771,1927
98b32b54b24190d203714fd57534eebe,5611,3741,F18,2558,1374,3522,1621
98b32b54b24190d203714fd57534eebe,5611,3741,F18,3344,1392,3958,1624
98b32b54b24190d203714fd57534eebe,5611,3741,F18,3304,916,3970,1099
98b32b54b24190d203714fd57534eebe,5611,3741,F18,2741,803,3450,990
98b32b54b24190d203714fd57534eebe,5611,3741,F18,2280,575,2860,754
98b32b54b24190d203714fd57534eebe,5611,3741,F18,2639,622,3268,790
98b32b54b24190d203714fd57534eebe,5611,3741,F18,3009,680,3614,841
