filename,width,height,class,xmin,ymin,xmax,ymax
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,154,3,206,86
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,198,63,248,145
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,241,119,292,202
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,111,61,162,145
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,66,119,119,202
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,155,215,207,298
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,109,272,161,356
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,198,271,250,356
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,241,329,292,413
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,65,330,117,415
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,153,427,205,509
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,64,541,117,625
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,109,485,161,568
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,197,483,249,567
aff679e2f23dc2d32bf4f9583140c9ab,360,640,J20,240,540,291,623
