filename,width,height,class,xmin,ymin,xmax,ymax
e39477f6cef38bb21f379ea66abcc796,2047,1365,V22,936,1066,1180,1203
e39477f6cef38bb21f379ea66abcc796,2047,1365,F18,200,986,339,1113
e39477f6cef38bb21f379ea66abcc796,2047,1365,F18,689,930,822,1059
e39477f6cef38bb21f379ea66abcc796,2047,1365,F18,1261,873,1391,1001
e39477f6cef38bb21f379ea66abcc796,2047,1365,F18,1673,900,1807,1027
e39477f6cef38bb21f379ea66abcc796,2047,1365,F18,1507,731,1641,866
e39477f6cef38bb21f379ea66abcc796,2047,1365,F18,980,700,1118,837
e39477f6cef38bb21f379ea66abcc796,2047,1365,F18,434,755,573,892
e39477f6cef38bb21f379ea66abcc796,2047,1365,F35,649,551,790,674
e39477f6cef38bb21f379ea66abcc796,2047,1365,F35,1278,527,1417,650
e39477f6cef38bb21f379ea66abcc796,2047,1365,E2,916,262,1185,416
