filename,width,height,class,xmin,ymin,xmax,ymax
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,226,1959,2408,3229
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,3238,1888,5302,3083
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,3106,1633,4547,2446
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,1075,1683,2593,2548
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,3042,1500,4161,2116
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,1506,1543,2680,2189
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,1787,1447,2737,1935
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,1945,1382,2788,1764
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,2997,1417,3923,1922
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F16,2960,1363,3740,1791
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F35,2273,1302,2859,1552
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F35,2515,1201,2897,1365
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F35,2725,1260,3222,1453
0dc56e768b61f0aef729ccaa79ba46d4,5614,3747,F35,3182,1193,3498,1352
